hall_id,name,hall_vibe,catering,parking_facility,transport_access,bridal_room,guest_flow,pricing_detail,service_etc,disadvantage,in_guarantee,,,,,
1134,용인 ict밸리컨벤션,"어두운 컨벤션 스타일, 층고 9m로 개방감 있음","정가 식대 73,000원, 할인가 66,000원, 뷔페 후기가 좋음","1,300대 주차 가능, 종일 무료 주차","기흥역에서 셔틀버스 수시 운행, 자차 이용 편리",꽃장식 풍성하고 브라이덜 샤워 테이블 마련,동선이 좋은 편,"대관료 790만원, 할인가 650만원","친절한 상담, 널찍한 공간","역세권이 아님, 자차 이용자 많을 듯",,,,,,
1008,삼성 노블발렌티,,"87,000원",,,,,"대관료 870만원, 식대 87,000원",,,200,,,,,
1135,광명무역센터컨벤션,,"식대 85,000원",,,,,대관료 870만원,"웨딩홀 견적은 일정과 시간, 계약 시점에 따라 변동 가능",,300,,,,,
1096,한강 마레보인웨이브,"3면 통유리창으로 탁 트인 공간, 한강 야경이 아름다움","정가 식대 187,000원, 코스요리 제공, 스테이크 포함","친인척 차량 15대 발렛 가능, 하객은 잠원 3~6 주차장 이용",,신부대기실에서 한강뷰를 바라볼 수 있어 긴장 풀기 좋음,원활함,"정가 대관료 1,200만원, 할인가 800만원, 합리적인 금액","3시간 전관 단독 대관, 1:1 커스텀 가능, 프로모션 진행 중",1층 스타벅스와 헷갈릴 수 있음,250,,,,,
1136,강변 웨딩스퀘어 그레이스홀,층고가 낮고 어두운 느낌,"대관 750만, 식대 7.5만원",,에스컬레이터로 식장과 연회장 간 이동 가능,프라이빗한 신부대기실,하객 섞일 걱정이 줄어듦,"대관 360만, 식대 5.5만원으로 가성비 좋음","상담 중 태블릿으로 사진 확인 가능, 당일 계약 혜택 제공","층고가 낮고 어두운 점, 식사의 맛에 대한 걱정",200,,,,,
1084,부천 라비에벨 웨딩,"어두운 웨딩홀임에도 생화 장식으로 싱그러운 분위기, 넓은 로비","정가 72,000원, 할인가 69,000원, 다양한 메뉴와 식사 호평",,,가족석을 소파 좌석으로 편하게 마련,단독홀로 하객 동선 간결,"정가 890만원, 할인가 690만원","친절한 상담, 배려심 느껴짐",,400,,,,,
1137,서현 더메리든,,"55,000원",,,,,대관료 550만원,,,200,,,,,
1091,여의도 웨딩여율리,"어두운 느낌의 홀, 꽃향기가 가득하고 층고가 적당함","대관료 11,000,000원, 식대 95,000원(아이는 45,000원), 맛있음",,여의도역에서 도보 5분,신부 대기실과 웨딩홀은 화이트그린 톤의 꽃으로 꾸며져 있음,가족 대기실에서 긴 시간 대기하지 않음,"강남에 비해 합리적인 가격대, 잔여타임 할인",담당 직원이 친절하고 필요한 부분을 잘 설명해줌,시위와 겹쳐 교통 불편 우려,200,,,,,
1138,인천 라마다송도 다빈치홀,"은은하게 어두운 홀, 고급스러운 분위기, 넓은 신부대기실","대관료 400만원, 식대 6만원, 할인가 대관료 200만원, 식대 5만원대","후문 진입 가능, 주차 편리",동춘역 근처,"넓고 고급스러운 신부대기실, 꽃 테이블과 여유로운 좌석",간단한 동선,"대관료 400만원, 식대 6만원, 합리적인 가격","조리명장 셰프가 100가지 메뉴 관리, 고화질 모니터로 예식 관람 가능",,250,,,,,
1139,건설회관 셀럽앤어셈,"예쁜 베뉴, 긴 곡선형 버진로드, 낡은 느낌 없음","98,000원, 후기 좋음, 제철음식 사용","동시 주차 600대, 보증인원 300명에 비해 주차 대수 적음","찾기 쉬움, 하객과 겹치지 않음","별관 이용, 하객과 마주치지 않음","동선 좋음, 가족사진 및 부가촬영이 일찍 끝남","대관료 1,450만원, 예식시간 짧음",직원들이 위치 설명으로 걱정 덜어줌,"연회장과 거리, 주차비 사전결제 안됨",250,,,,,
1008,삼성 노블발렌티,,9만원,,,,,"대관료 1300만원, 변동 가능성 있음",,,100,,,,,
1140,영등포 웨스턴베니비스,"모던하고 깔끔한 외관, 층고가 높고 어두운 느낌, 고급스러운 샹들리에와 조명","소문난 맛집, 음식 기대됨","EV 2대, 부족해 보이나 동선이 짧아 괜찮을 듯","지하철역에서 도보 5분, 대로변 위치로 가시성 좋음","화이트톤, 신부 전용 화장실, 하객 응접하기에 적당한 크기",단독홀로 동선 짧아 간결함,예산은 조금 넘겼으나 예약,"신부 입장을 위한 비밀공간 마련, 신랑 신부 혼주 좌석 별도 룸",EV 수가 부족해 보임,200,,,,,
1141,수서 빌라드지디 (르씨엘홀),"높은 층고에 채광이 좋은 분위기, 디즈니해리포터 감성","9.9만원, 스테이크 즉석 조리","외부 주차, 셔틀 서비스 제공",,,음식 푸는 공간이 좁아 복잡할 가능성,"대관료 1천만원, 할인 후 견적 제공",상담해주신 김여심 실장님이 꼼꼼함,"음식 푸는 공간이 좁음, 주차 우려",300,,,,,
1137,서현 더메리든,"이쁘고 조명을 컨셉에 맞게 선택할 수 있는 홀, 자연광이 들어오는 분위기",식대 7.2만원,,서현역 앞 도보 이동 가능,버진로드와 샹들리에로 신부 입장이 돋보임,"차분하고 넉넉한 연회장, 손님 겹치지 않음",대관료 750만원,,원형테이블로 개인 선호에 따라 불편할 수 있음,200,,,,,
1142,성북 스튜디오 아로,아늑하고 원하는 분위기,,,,,스몰웨딩에 적합한 공간,"예산과 비슷한 금액, 최소 보증인원 제한 없음",당일 계약 시 혜택 있음,우천 시 대비 부족,60,,,,,
1140,영등포 웨스턴베니비스,"깔끔하고 단독 건물, 층고가 높고 채광이 풍부함","대관료 14,300,000원, 식대 대인 132,000원, 소인 45,000원, 평균 이상 맛 보장","옆 건물에 충분한 주차 가능, 혼주차는 웨딩홀 건물 사용",영등포구청역 도보 3분,"새하얀 꽃과 초록 식물로 싱그러움, 단독 화장실과 좋은 채광",하객 동선이 직관적이고 간결함,"하반기 극성수기 10월에 계약, 정가보다 할인된 가격","친절한 직원과 주차 안내요원, 상담 시 친절한 응대",결혼식 당일 서비스와 진행에 대한 걱정,230,,,,,
1054,강서 루이비스,,"67,000원",,,,,"대관료 580만원, 식대 67,000원","웨딩홀 견적은 일정과 시간, 계약 시점에 따라 변동 가능",,200,,,,,
1143,서울>한국프레스센터 플라자,"예쁜 홀, 어두운 분위기","양식 코스 68,000 ~ 88,000원, 한식 코스 79,000원, 음주류 50% 할인",지하 주차 가능,시청역 4번 출구 코 앞,덕수궁 뷰의 넓은 신부대기실,"하루 2타임 진행, 넉넉한 예식시간","총 27백만원대, 성수기 기준 보증인원 300명",음식 퀄리티와 직원 서비스가 매우 높음,"성수기 기준 보증인원 300명으로 부담스러움, 방문일 시위 이슈",300,,,,,
1144,sy컨벤션,,"식대 65,000원",,,,,"대관료 380만원, 변동 가능성 있음",,,200,,,,,
1145,영등포 마리앤코,"밝은 자연광이 드는 모던한 인테리어, 스몰웨딩에 적합한 분위기","양식코스 A 기준 75,000원, 음식 퀄리티와 맛이 좋음",100대 2시간 무료 주차,"영등포역 도보 3분, 초 역세권",,"프라이빗한 예식 진행, 상담 시 다양한 세팅 가능","대관료 무료, 정찰가로 합리적인 가격","전담 매니저 배정 옵션, 웨디터 프로그램으로 셀프 준비 가능",,,,,,,
1008,삼성 노블발렌티,"단아한 채플 스타일, 깔끔하고 은은하게 고급스러움",,"본건물 주차공간 협소, 엑스트라 주차공간 확보",,"넓고 화사한 신부대기실, 생화 사용",하객 동선 자연스러움,,친절하고 프로페셔널한 상담,주차공간 협소,250,,,,,
1094,루클라비더화이트,,"83,000원",,,,,"대관료 600만원, 변동 가능성 있음",,,200,,,,,
1052,인천 그레이스파티,"따뜻한 색감의 깔끔한 분위기, 높은 층고와 비즈 조명","뷔페 8만원대, 맛있을 것으로 예상됨",부평역 양쪽에 주차 타워 마련,"부평역사 안에 위치, 길이 복잡하지 않음","신부대기실과 홀, 로비, 연회장이 한 층에 위치하여 이동 편리",하객과 혼주의 동선이 매우 깔끔함,"대관료 800만원대, 합리적인 가격",,"홀 패키지가 없음, 건물 외관 노후",250,,,,,
1008,삼성 노블발렌티,"채플 스타일의 고급스러운 분위기, 천장이 높아 탁 트인 느낌","코스 식사, 깔끔하고 정갈한 식당",,"삼성역과 봉은사역에서 도보로 가까움, 봉은사역 셔틀 운행","조명이 은은하고 인테리어 깔끔, 좌석 넉넉함",,운영진에게 공개,"웰컴 드링크로 간단한 음료 제공, 신경을 많이 쓴 느낌",겨울철 도보 이동에 대한 걱정,150,,,,,
1146,인천 그랜드오스티엄>CMCC홀,"높은 층고로 웅장하고 답답함이 없음, 깔끔한 조도","식대 6만5천원, 품질 관리 체계가 잘 되어 있음","4천 대 이상 주차 가능, 3시간 무료 주차",,"페이징벨, 핑거푸드, 물, 실, 바늘, 스타킹, 락커룸, 가족 대기 가능 공간 제공",하객 시야 확보가 잘 되어 있는 편안한 배치,"대관료 500만원, 식대 6만5천원","친절한 상담, 하객 메시지 빨간우체통 서비스, 포토부스 제공",,180,,,,,
1077,더베르지,,8만원,,,,,"대관료 800만원, 식대 8만원",,,200,,,,,
1147,삼성 그랜드 인터컨티넨탈 파르나스 5F 그랜드볼룸,"어두운 홀, 층고 높고 웅장하며 화려함","18만원, 맛있다는 평이 많음",,삼성역과 연결되어 있어 교통 접근성이 편리함,다소 협소함,,"2800만원, 총견적 1억a",,"교통혼잡, 버진로드가 짧음",300,,,,,
1148,왕십리 H스퀘어웨딩,"넓고 편안한 분위기, 하객 친화적인 환경","한상차림, 비공개",,"왕십리역과 가까움, 2호선, 5호선, 분당선, 중앙선 이용 가능","6층과 7층 중 선택 가능, 6층은 작지만 화장실 있음, 7층은 크지만 화장실 없음","간결함, 하객들이 돌아다니지 않음","합리적인 가격, 동문 할인 적용","친절한 상담, 다양한 서비스 제공 (예도 컨시어지, 포토 테이블, 플라워샤워, 웨딩 DVD촬영)",,200,,,,,
1039,수원 파티움하우스,천고가 높고 답답함 없는 은은한 분위기,"대관 450만원, 식대 6.9만원","건물 내 주차 및 인근 주차장 확보, 셔틀 및 안내 요원 배치",수원시청역 1번 출구에서 도보 1~2분 거리,"넓고 화사한 신부대기실, 전용 파우더룸과 화장실 구비",하객들이 섞이지 않고 오롯이 손님들만 모일 수 있는 단독홀,"대관 150만원, 식대 5.4만원 (할인)",,,150,,,,,
1149,수원 이비스,"층고가 높고 프리미엄 웨딩홀 느낌, 답답하지 않음","식대 99,000원, 맛있기로 유명, 참치 해체쇼 제공","층수는 많지만 주차 가능한 구역 적음, 입구 좁아 큰차 진입 어려움",,"신부대기실에서 바로 입장 불가능, 이동 동선 불편","엘리베이터 혼잡, 대기 시간 길어질 수 있음","대관료 1,500만원, 식대 87,000원(할인가)",,"주차 문제, 입구 좁음, 신부 동선 불편, 엘리베이터 혼잡",200,,,,,
1150,수원 노블레스 웨딩홀,"층고가 높고 시야가 탁 트인 웅장한 홀, 넓고 깔끔한 로비","64,000원, 시식 때부터 높은 만족도","차량 진입이 복잡할 수 있으며, 주차는 다소 혼잡할 수 있음",웨딩홀 앞에 역 없음,,하객 동선이 편리하고 여유롭게 진행 가능,"대관료 680만원, 합리적이고 가성비 뛰어남",단독층 운영으로 혼잡함 없이 진행 가능,"건물이 다소 노후된 느낌, 주차 혼잡 가능성",200,,,,,
1151,수원 라 뷔 포레(구 호텔리츠),"넓고 쾌적한 로비, 신부대기실은 통창으로 트여있고 밝은 홀로 리모델링 예정","식대 76,000원, 맛있기로 유명함",여러 군데 주차 가능,,"신부대기실이 넓고 편안함, 가족과 친구들이 앉을 자리도 넉넉함",,"정가 760만원, 식대 76,000원","당일 계약 할인 제공, 양재꽃시장 향 디퓨저 선물","예식 시간이 1시간 텀, 주차장 여러 군데 있음",250,,,,,
1152,천안 티웨딩 투데이홀,"깔끔하고 리모델링된 공간, 한층에 모든 시설이 있어 편리함","식대 5만8천원, 대관료 300만원, 할인가 5만3천원/250만원",넓은 주차장,,,엘리베이터 이동 없이 편리함,"합리적인 가격, 친절한 상담",입장곡 음원은 직접 준비해야 함,식사가 짧아 여유로운 진행을 원하면 다른 곳 추천,220,,,,,
1135,광명무역센터컨벤션,"어두운 홀, 넓고 여유로운 분위기, 고급스러운 화이트톤 인테리어","식대 95,000원, 맛있는 음식으로 유명, 생연어와 즉석 스테이크 제공",주차 편리,"광명역 바로 앞, KTX역과 가까움","넓고 채광 좋은 신부대기실, 대기 공간 마련",여유로운 동선,"대관료 1,400만원",,상담 예약이 치열하여 원하는 날짜 마감,,,,,,
1079,대치 더채플앳,"밝은 홀, 신상홀로 공간 곳곳에 신경을 쓴 티가 남","정가 식대 132,000원, 할인가 식대 114,400원",,,,,"대관 및 기타비용 12,870,000원",상담해주시는 분이 친절하고 전문적으로 안내,후기가 많이 없는 점,270,,,,,
1153,로프트가든344,,"55,000원",,,,,"대관료 300만원, 식대 55,000원",,,200,,,,,
1030,라시따시어터,,"85,000원",,,,,대관료 960만원,,,200,,,,,
1047,신도림 웨딩시티,,"식대 49,500원",,,,,"대관료 255만원, 변동 가능성 있음",,,100,,,,,
1094,루클라비더화이트,"세련되고 고급스러운 느낌, 화이트그린 꽃 장식, 높은 층고","대관료 16,000,000, 식대 130,000","내부주차 150대, 외부주차 150대 (도보 5분 거리)",,,,,친절하고 전문적인 상담실장님,"주차 문제, 만차 시 외부주차로 안내될 가능성",200,,,,,
1017,영등포 더컨벤션,,"85,000원",,,,,"대관료 800만원, 식대 85,000원",,,200,,,,,
1052,인천 그레이스파티,"단독홀, 버진로드 길고 천고 높음","85,000원",,,,넓은 연회장(700석)으로 하객들이 공간을 넓게 사용 가능,"대관료 800만원, 식대 85,000원",친절한 상담 안내,없음,200,,,,,
1110,아이벡스컨벤션,,"71,500원",,,,,"대관료 675만원, 변동 가능성 있음",,,200,,,,,
1154,강서 루이비스컨벤션,"밝은 단독 홀, 동선이 깔끔함","정가 식대 1200만원, 대관료 88만원, 타 지점 후기가 좋음","건물 내 400대, 2주차장 200대, 각각 2시간3시간 무료",,신부대기실이 넓고 대기실에서 바로 홀로 입장,동선이 깔끔함,가격이 합리적임,"직원이 친절하게 설명, 계약 조건이 깔끔하게 안내됨","오픈 전이라 실제 모습을 볼 수 없음, 혼잡할까 걱정됨",200,,,,,
1008,삼성 노블발렌티,"세련된 분위기의 채플홀 형태, 깔끔한 디자인","10만원, 코스 요리 제공",주차장이 나뉘어 있으나 하객 동선은 원활할 것으로 예상,봉은사역과 가까워 접근성 좋음,,리셉션과 홀이 층이 분리되어 있어 혼란스러울 수 있음,"대관료 1,300만원, 가격대가 괜찮음","직원들이 대처가 능숙하고, 4중창 라이브 연주 제공","본식스냅 업체 고정, 층 분리로 인한 이동 혼란 우려",270,,,,,
1155,청담 더채플앳 커티지홀,화려한 꽃이 있는 홀보다 야외 예식을 찾는 분위기,"대관료 1100만원, 식대 대인 11만원",,,신부대기실이 화려하지 않음,,웨딩홀 측 비공개 요청,,신부대기실이 바뀐다고 해서 아쉬움,,,,,,
1156,수원 sy컨벤션 플레르홀,"어두운 홀, 36m의 기나긴 버진로드, 예쁜 생화 장식","정가식대 8만2천원, 맛있기로 유명","지하주차장 복잡할 것으로 예상, 공영주차장과 홈플러스 주차장 근처",,,로비가 커서 하객이 많아도 혼잡하지 않음,"대관료 990만원, 프로모션으로 가격과 서비스 충족",,"주차 공간과 엘레베이터 걱정, 전용 엘레베이터 1대 외에 두 대는 전층 전용",200,,,,,
1157,용인>더포레스트웨딩,밝고 예쁜 화이트톤의 홀,"식대 8만원, 스테이크 1인 1제공 및 뷔페","200대 주차 가능, 무료 발렛",,신부대기실도 예쁨,본식홀과 신부대기실이 가까워서 걱정됨,"대관료 750만원, 플라워 450만원","다양한 서비스 항목 제공 (음료, 주류, 포토테이블, 플라워샤워, 웨딩케이크와인, 웰컴드링크)",신상홀이라 후기가 많지 않음,100,,,,,
1158,신도림 웨딩시티 스타티스홀,"좁은 홀에 낮은 천장, 은하수 샹들리에가 인상적","60만원, 대관료 630만원",,,,,저렴한 가격에 홀 인테리어 마음에 듦,"보증인원 맞춰줌, 당일 계약 진행",엘리베이터가 3대 중 1대만 웨딩홀로 직행 가능,150,,,,,
1159,부평역 그레이스파티,"화려하지 않지만 신랑 신부가 돋보이는 예식장, 신축으로 깨끗함","대인 85,000원, 소인 38,000원, 음식 만족",부평역 주차장 2000대 가능,,신부대기실이 크고 예비 대기실도 있음,동선이 좋음,식대가 다른 웨딩홀보다 조금 비쌈,"웰컴드링크 제공, 직원들이 주차 안내",주차장 번잡할까 걱정,200,,,,,
1052,인천 그레이스파티,,6만원,,,,,"대관료 350만원, 변동 가능성 있음",,,200,,,,,
1160,왕십리 H스퀘어웨딩홀 (한양대 동문회관),"밝은 홀, 채플 형식으로 클래식한 분위기","정가 73,000원, 할인가 63,000원",병원 주차 공간 이용 가능,"한양대역 2호선, 왕십리역 2,5, 수인분당, 경의중앙선과 연결","6층 신부대기실 선택, 하객 편리성 고려",,"대관료 7,000,000원, 동문 할인 혜택 포함","친절한 상담 실장님, 계약금 결제 시 성동사랑상품권 사용 가능",신부대기실 선택 시 평범한 입장을 원함,200,,,,,
1008,삼성 노블발렌티,밝고 고급스러운 분위기,"식대 95,000원",,,,,"대관료 1,100만원, 변동 가능성 있음",,,200,,,,,
1050,안양 더파티움,"화이트 톤의 깔끔한 로비와 세련된 분위기, 크리스털 샹들리에가 있는 고급스러운 본식홀","95,000원, 오픈 키친으로 음식 신뢰도 높음",,,자연광이 많이 들어오고 화이트 톤으로 사진이 잘 나옴,동선이 복잡하지 않고 넓어 편리함,"1,600만원, 납득이 가는 비용","친절하고 차분한 디렉터의 안내, 운영 전반에 허술한 부분 없음",비용 부분이 아쉬울 수 있으나 납득 가능,200,,,,,
1129,광명 아이벡스컨벤션,홀 크고 웅장하며 층고가 높음,"정가 식대 11만원, 광명 무역센터와 같은 계열이라 식사 걱정 없음","3200대 주차 가능, 편리함",,,연회장이 한층에 있어 복잡하지 않을 것 같음,대관료 1500만원,,조감도만 보고 계약하여 실제 모습에 대한 걱정,200,,,,,
1161,건대입구역 KU컨벤션,,"정가 85,000원, 할인가 62,000원",,,,,"정가 950만원, 할인가 350만원",날씨 좋은 3월 말 점심시간대 럭키 잔여타임 특가,"요일에 대한 고민, 기존 식장 변경 고민",200,,,,,
1162,인천 그랜드오스티엄 CMCC홀,"고급스러운 분위기, 높은 층고로 예식 분위기 고급스러움","정가 식대 6만원, 할인가 식대 5만원","4천대 이상 수용 가능, 3시간 무료주차",문학경기장역 접근성 편리,"넓고 가족이 앉을 수 있는 자리, 락커룸, 페이징벨, 핑거푸드 등 세심한 준비",동선이 헷갈리지 않음,"대관료 650만원, 식대 6만원, 할인가 대관료 270만원, 식대 5만원","하객 메시지 우체통, 포토부스 제공",,300,,,,,
1045,안산 빌라드지디,,6만5천원,,,,,대관료 600만원,,,200,,,,,
1050,안양 더파티움,"밝고 화사한 분위기, 천장에 수놓은 별처럼 반짝이는 조명","9.5만원, 훌륭한 식사 메뉴",넉넉한 주차 공간,,신부 대기실에서 바로 버진 로드로 입장 가능,우아한 입장 동선,"1,600만원, 합리적인 가격",,특별히 아쉬운 점 없음,,,,,,
1163,엘리에나호텔 그랜드볼룸,"층고가 높고 조명이 예쁘며, 꽃 장식이 풍성하고 고급스러운 분위기","138,000원, 식사 구성 괜찮음",내부외부 합쳐서 넉넉하게 주차 가능,대중교통 접근성 나쁘지 않음,신부대기실이 매우 예쁨,동선이 복잡하지 않음,"15,000,000원(대관료) 7,000,000원(꽃), 금액이 납득되는 수준","상담 분위기가 친절하고 신뢰감 있음, 단점도 솔직하게 설명",언덕으로 인해 계절에 따라 하객들이 힘들 수 있음,300,,,,,
1164,로얄파크컨벤션,"밝은 홀, 위치와 신대실이 마음에 들었음","정가 129,000원, 할인가 85,000원",,,,,"정가 1,450만원, 할인가 900만원",,대들보가 마음에 걸려 최종 선택하지 않음,250,,,,,
1017,영등포 더컨벤션,어두운 홀에 화이트 계열 꽃장식이 풍성하고 생화비율이 높음,"11만원, 음식 맛에 대한 긍정적인 후기",주차공간이 여유롭지 않음,"2호선과 5호선 근처, 접근성이 좋음",신부대기실이 넓고 포토존이 가까워 편리함,하객 이동 동선이 좋은 편,"대관료 1100만원, 식대 11만원",혼주 미용과 한복이 같은 건물에서 이용 가능,주차공간 부족에 대한 걱정,,,,,,
1124,명동 온즈드롬,"자연광이 들어오는 밝은 홀, 낭만적이고 프라이빗한 분위기","식대 66,000원, 맛있는 음식 대접 가능",,명동역 5번 출구에서 도보 1분,,여유롭게 식 가능,"대관연출료 435만원, 꽃데코 390만원, 본식촬영 88만원",직원의 친절한 안내,,200,,,,,
1035,잠실 아펠가모,"단독홀의 장점과 핑크보라꽃 장식, 신부대기실이 예쁨","밥펠가모로 유명, 보증된 식사","주차 2시간 무료, 입구가 좁음",역세권으로 접근 용이,신부대기실 넓고 꽃이 많음,,,1층에 ATM과 할리스 커피 있음,주차장 입구가 좁음,300,,,,,
1008,삼성 노블발렌티,"채플 스타일의 고급스러운 분위기, 생화 장식이 예쁨",웰컴 푸드와 디저트가 맛있고 예쁨,넉넉한 주차 가능,"봉은사역과 삼성역 인근, 도보 이동 가능, 셔틀버스 운영",신부 대기실이 예쁘고 생화 장식이 잘 어울림,단독홀로 하객 동선 간결,,,예식장이 5층에 있어 1층에서 단체 이동 필요,300,,,,,
1008,삼성 노블발렌티,"단독홀로 전체를 사용하는 분위기, 생화 장식이 예쁨","10만원, 웰컴 푸드 맛있음",넉넉한 주차 가능,"봉은사역과 가까움, 삼성역에서 버스 정류장도 가까움",신부 대기실에 생화 장식이 가득,,"대관료 1300만원, 가격에 대한 언급 없음",직원들의 친절함과 전문적인 응대,연회장이 다른 층에 위치한 점이 아쉬움,300,,,,,
1165,신도림 라마다 하늘정원,웅장하고 전체적인 느낌이 좋음,"14만원, 밥이 맛있다는 후기가 많음",,,,,"2100만원, 성수기로 인해 가격 상승",,견적이 많이 오른 것 같음,250,,,,,
1166,논현 더채플앳 라포레홀,압도적으로 예쁜 홀,"정가 식대 12만원, 할인가 9.57만원",주차가 어려움,,,,"대관료 1,200만원, 할인가 891만원, 당일/현장 혜택 추가",,주차가 어려움,270,,,,,
1167,강남 브라이튼하우스,"그리너리한 홀, 깨끗한 신축 건물","스테이크 뷔페 구성, 식대 8.9만원",,"양재IC 근처, 지방에서 오기 좋음",,"하루 3팀 진행, 각 팀 간 시간 간격 넉넉함","대관료 500만원, 할인 적용",한남동 직원들이 그대로 와서 프로페셔널함,"조감도 계약으로 홀을 못 보고 계약, 겨울식으로 푸릇함 걱정",100,,,,,
1168,문래 규수당,"어두운 홀, 넓은 로비와 신부대기실, 생화 장식","5만원대, 시식 후 만족도 높음",주차가 복잡할 수 있으나 인근 추가 주차공간 있음,,"넓고 편안한 신부대기실, 쇼파와 의자 제공",단독홀로 덜 복잡할 것 같음,"대관료 200만원, 보증인원 150명에 적합",주차 도와주는 직원 배치,주차가 복잡할 수 있음,150,,,,,
1169,안양 빌라드지디,"밝고 화사한 분위기, 자연 채광이 풍부하며 화려한 크리스탈 샹들리에","식대 65,000원, 다양한 메뉴 구성 (한식/중식/양식/일식)","주차장이 작고 혼잡할 수 있음, 제2 주차장 안내 필요",,,하객 동선이 복잡할 수 있음,"대관료 7,520,000원, 부대시설 별도",주차요원이 아르바이트로 고용되어 직업의식 부족,"주차 혼잡, 주차요원 서비스 부족",200,,,,,
1124,명동 온즈드롬,"밝고 화사한 실내, 천장이 열리는 구조로 자연광이 들어옴","식대 66,000원, 음식 맛에 대한 자부심이 높음",,명동역 도보 1분,,,"대관연출료 435만원, 플라워데코 350만원, 본식촬영 88만원, 합리적인 가격",직원이 음식에 자부심을 가지고 있음,,200,,,,,
1170,부천 소풍컨벤션웨딩 베일리홀,"화사하고 예쁜 꽃장식, 대기 공간이 따로 있어 하객들과 섞이지 않음","정가 6.7만원, 할인가 5만원, 음식 다양하고 깔끔함",주말에 주차장이 혼잡할 가능성,,신부 대기 공간이 따로 있음,하객들과 섞이지 않음,"대관료 430만원, 패키지 350만원",친절한 상담과 많은 혜택 제공,주말 주차 혼잡,200,,,,,
1045,안산 빌라드지디,,"65,000원",,,,,대관료 600만원,,,200,,,,,
1171,용인 ict밸리,,"식대 56,000원",,,,,대관료 340만원,,,200,,,,,
1172,대치 더채플,"새로 생긴 웨딩홀, 전체적으로 밝고 현대적인 분위기","정가 식대 132,000원, 계약가 식대 114,400원",,,,,"대관료 17,820,000원, 추가 비용 없음",친절하고 전문적인 상담,,270,,,,,
1099,주안 그랜드하우스,,"식대 48,000원",,,,,대관료 150만원,,,200,,,,,
1173,발산역 더베뉴지,"어두운 홀, 생화장식과 샹들리에가 예쁨","정가 80만원, 할인가 62만원","주차하기 어렵지 않음, 차량들이 줄서서 들어감",지하철역에서 5분 내외 접근 가능,,,"정가 800만원, 할인가 620만원","내부에 ATM 기계 있음, 연회장 가지수 많고 맛있음",골드타임에 스드메를 웨딩홀 연계로 해야함,150-200명,,,,,
1077,더베르지,,9만원,,,,,"대관료 900만원, 식대 9만원",,,200,,,,,
1174,셀럽엔어셈,"밝은 홀, 돔 형태의 천장, 층고 약 6m로 차별화된 매력","정가 식대 97,000원, 할인가 식대 88,000원, 소인 50,000원",주차타워 이용 가능,언덕이 있어 대중교통 이용 시 하객 입장 어려움,"신부대기실 넓고 예쁜 편, 홀과 바로 연결된 구조",동선이 자연스럽고 편리함,"정가 대관료 13,500,000원, 할인가 대관료 10,017,000원","가족 대기 공간과 신부의 갈아입는 공간이 충분히 넓음, 포토테이블 공간과 혼주 및 신랑신부 식사 공간 잘 갖춰짐","건설공사로 어수선한 느낌, 직계가족 촬영 공간 인테리어 호불호",250,,,,,
1175,라뷔포레,,"72,000원",,,,,"대관료 530만원, 식대는 인원에 따라 변동 가능",,,100,,,,,
1008,삼성 노블발렌티,"밝고 층고가 높은 홀, 단독건물로 혼란 없음","10만원, 대관료 1300만원",주차장 잘 되어 있음,9호선 역에서 도보 5-10분,화사하고 넓은 신부대기실,하객맞이 공간 넓고 간결함,"800만원, 합리적인 가격",친절한 직원들,,200,,,,,
1176,신도림 더세인트 파노라마홀,"밝고 예쁜 홀, 41층에서 야외 웨딩 느낌","한정식 세미뷔페 1인 110,000원, 웰컴드링크 1인 10,000원",현대백화점 폐업으로 주차 공간 널널,신도림역과 가까워 접근성 좋음,,엘리베이터 대기 시간 있음,"대관료 26,000,000원, 할인가 정보 없음","웰컴드링크 제공, 전체적으로 만족스러운 홀","엘리베이터 대기 시간, 음식 구성 부족",200,,,,,
1177,바이더그린,공장이나 공터 느낌의 차가운 분위기,"식대 7만원, 대관료 600만원, 연출료 200만원, 플라워 450만원","건물 내 주차 가능 대수 20대, 주차 불가",,,,"대관료 600만원, 연출료 200만원, 식대 7만원, 할인 혜택 적음","당일 계약 시 플라워샤워, 포토테이블, 웰컴보드 제공, 주차비 유료","주차 불가, 셔틀버스 추가 비용 발생, 혜택 부족",150,,,,,
1178,안산 빌라드지디 그레이스켈리홀,"밝고 화사하며 그리너리한 느낌, 신비로운 분위기","식대 9만원, 대관료 1200만원",주차 문제로 복잡할 것 같음,,신부대기실과 홀로 이어지는 길이 아름다움,로비가 좁아 복잡할 가능성,"대관료 1200만원, 식대 9만원",상담 시 직원이 깔끔하게 설명해주어 만족스러움,주차 문제와 로비에 화환 반입 불가,200,,,,,
1179,강남 세인트 메리엘,"이쁜 어두운 홀, 넓은 연회장","9.8만원, 맛있는 식대, 130종 제공","150대 주차 가능, 인근 무료 2시간 제휴주차장 500대 이상",강남역 도보 6분,,기둥이 있지만 이질감 없음,"980만원, 합리적인 가격",양가 혼주석 따로 세팅,연회장이 작고 비쌌던 다른 홀과 비교,250,,,,,
